,tconst,actors,originalTitle,genres,directors,writers,averageRating,numVotes,language
7407,tt0874936,"nm0040472,nm0507073,nm1083404,nm0035060,nm0786641,nm0712444,nm0006610,nm0486728,nm0917848,nm1308076",Life,"Crime,Drama,Mystery","nm0755261,nm0548533,nm0833191,nm0444709,nm0035060,nm0067090,nm0445631,nm0005204,nm0001093,nm0783751,nm0796864,nm0872823,nm0923571,nm0197700,nm0003163,nm1204449","nm0712444,nm1618213,nm0991355,nm1768285,nm0202997,nm1236705,nm0788768,nm2613566,nm0034359,nm1185659,nm0959567,nm0171719,nm0543911",8.3,34340,en
7414,tt0876219,"nm1973971,nm0145290,nm0858643,nm0524849,nm2228294,nm1027084,nm1027087,nm1790360,nm2070089,nm1064292",Young Dracula,"Comedy,Family,Fantasy","nm0399630,nm0112702,nm0013140,nm0263046,nm0512647,nm2059537,nm1976862,nm0557345","nm2810466,nm1027084,nm1027087,nm1996791,nm1802801,nm0493215,nm0679810,nm1096691,nm3246239,nm2962668,nm0228888,nm1215778,nm2617198,nm6426491,nm0168325,nm1746310,nm5476411,nm4572730,nm1240034,nm0714150,nm0725704,nm6428139,nm0496245,nm3531283,nm6428140",7.5,1759,en
7416,tt0876298,"nm2106637,nm1097364,nm1179677,nm4981516,nm0316139,nm0938471,nm2244192",Human Giant,Comedy,"nm0938471,nm0316139,nm0151540,nm0192090,nm0198490","nm2106637,nm0316139,nm0321835,nm1097364,nm1179677,nm0938471,nm2244192,nm2089814,nm0692634,nm0088550,nm1926903,nm0995946,nm0652663,nm1179485,nm0426678,nm1646177,nm0731168,nm0071304,nm1646471,nm2227704,nm2094206,nm1380070,nm1383735,nm1770256,nm0780980,nm1046719,nm0806246,nm0841910,nm0909768,nm0058178,nm0085116,nm1789985,nm2342762,nm1443368,nm0344233,nm0470787,nm1802209,nm1293885,nm2370462,nm2361892,nm1712583,nm2715265",8.2,2819,en
7418,tt0877057,"nm0945322,nm1465001,nm0841448,nm1925154,nm0619828,nm0222175,nm0238546,nm0998211,nm0110167,nm0297873",Death Note: Desu nôto,"Animation,Crime,Drama","nm1063649,nm3253930,nm3529585,nm2423816,nm3079478,nm2516860,nm4823781,nm2408470,nm1475082,nm2013928,nm1996985,nm3047952,nm2160454,nm8332028,nm2014132,nm2130447,nm1841039,nm2913267,nm1743321,nm2000184","nm1981275,nm0409323,nm2423816,nm1639992,nm1761126,nm1316290,nm2174097",9.0,328972,en
7432,tt0877105,"nm1021991,nm0752638,nm1084343,nm1854222,nm0146297,nm1909747,nm2410470,nm1680361,nm0235169,nm2239936",Galactik Football,"Action,Adventure,Animation","nm0245615,nm2127579,nm1256756","nm2412106,nm1909747,nm2410470,nm2410281,nm2265805,nm3493780,nm2414061,nm1668171,nm1672109,nm1164806,nm1656397,nm1680361",7.7,3214,en
7436,tt0877507,"nm0517087,nm0757929,nm1240448,nm0818111,nm1297428,nm0134269,nm0346886,nm0732480,nm0892064,nm1315809",Busô renkin,"Action,Adventure,Animation","nm0892064,nm1715814,nm3178439,nm1494696,nm2428933,nm1998210,nm1059637,nm3576244,nm6324166,nm2338948,nm2394337,nm1535757,nm2346766,nm0949021,nm3161909","nm0157123,nm1572645,nm3175852,nm0520036,nm3183045,nm0892064,nm0914941,nm1737449",6.8,561,en
7439,tt0877512,"nm2768537,nm1153796,nm2391862,nm2394891,nm2392719,nm0414357,nm0776352,nm2392850,nm2913408,nm1591544",Yo Gabba Gabba!,"Comedy,Drama,Family","nm0414357,nm0776352,nm1336458,nm2545857,nm0222563,nm2189302,nm2408137,nm2294546,nm0357143,nm0872316,nm2914892,nm1251291,nm3342646,nm6162604","nm0414357,nm0776352,nm1718053,nm0163813,nm0222563,nm0245786,nm1480095,nm1053635,nm0417042,nm1336458,nm0233735,nm1403962,nm2189302,nm2408137,nm4851667,nm3591109,nm0414571,nm2850926,nm1575364,nm2294546,nm4231313,nm0575293,nm4817682,nm2914892,nm1251291,nm2914302,nm3959295,nm3342646,nm0413188,nm10238186",6.9,1655,en
7441,tt0878036,"nm1920556,nm0160049,nm2743770,nm1754270,nm1708798,nm2986974,nm1799368,nm0143801,nm0425061,nm1798400",School Rumble,"Animation,Comedy,Romance","nm0847294,nm2172403,nm2894397,nm5513110,nm5510906,nm1993246,nm0411129,nm1245306,nm1061192,nm3467029,nm5520951,nm4936237,nm3456699","nm0121423,nm1840989,nm2832358,nm0437498,nm1098505,nm0698597,nm1387237,nm0847176,nm0847688,nm0926075,nm1027089",7.8,2074,ja
7446,tt0878230,"nm1694666,nm2057312,nm1513684,nm0757327,nm1799368,nm0590922,nm3674830,nm1439137,nm0160049,nm0931060",Black Blood Brothers,"Action,Animation,Comedy",nm2420213,"nm10138057,nm6403438",6.9,1230,ja
7448,tt0878797,"nm1077904,nm0253024,nm1754321,nm1204652,nm1121807,nm1728311,nm2453082,nm2565069,nm2275279,nm2559406",Hatirla Sevgili,"Drama,History,Romance","nm1760735,nm7073474,nm4796354,nm1729228","nm11220010,nm2853445,nm1761161,nm5424801",7.8,3090,en
7449,tt0879688,"nm1044936,nm0060741,nm2120271,nm0567269,nm0772703,nm1166287,nm0568427,nm0826615,nm2960015,nm0631788",Sea Patrol,"Action,Crime,Drama","nm0071776,nm1254220,nm0058018,nm0553235","nm1166287,nm0568427,nm0725984,nm0874290,nm0197960,nm1415635,nm0606179,nm0639727,nm1204433,nm0285776,nm1331056,nm0242993,nm0370284,nm1379081,nm0912442,nm1443113,nm3044813",7.5,2300,ja
7457,tt0883680,"nm2449594,nm3106578,nm3106965,nm3106332,nm3106840,nm1650743,nm10487956,nm2450141,nm3106601,nm2447558",Everest: Beyond the Limit,"Adventure,Documentary","nm1191406,nm2345367,nm0912038","nm1511414,nm0276230",8.4,981,ja
7458,tt0883772,"nm5177533,nm2426012,nm0002071,nm11026198,nm11026197,nm0350453,nm1404606,nm1889989,nm0309952,nm2432370",Man vs. Wild,"Adventure,Reality-TV","nm2272622,nm1345251,nm2425549,nm1317983,nm0385565,nm3914291,nm1320198,nm2733733,nm2007065,nm1548015,nm4032989,nm2137742,nm2066123,nm1050943,nm1637765,nm3914116,nm1819747,nm1310207",nm1548015,8.2,22794,en
7465,tt0885761,"nm0274750,nm0227003,nm0431420,nm0495799,nm1625795,nm0278350,nm0526526,nm0593097,nm1855695,nm0479412",Durham County,"Action,Crime,Drama","nm0593097,nm0197700,nm0082748,nm0221662,nm0003080","nm0278350,nm0526526,nm0593097,nm1008882",7.3,1541,en
7468,tt0885981,"nm6831064,nm2074459,nm1543046,nm1438366,nm1632443,nm1488865,nm2430520,nm2433953,nm2434196,nm6647630",Liu xing hua yuan,"Comedy,Drama,Romance",nm2174582,"nm3136987,nm2153563,nm3170651",7.7,912,en
7472,tt0891396,"nm14095786,nm0851317,nm0228356,nm0926697,nm1584992,nm0843604,nm0320784,nm14095787,nm14102309,nm14095758",Minuscule,"Animation,Comedy","nm0843604,nm0320784,nm2492753","nm0843604,nm0320784,nm1154090,nm1749101,nm6039716,nm3431493,nm8627006,nm1995731,nm11337383",8.3,1458,en
7476,tt0892187,"nm2974772,nm2438140,nm2443571,nm0188631,nm2439150,nm2437400,nm2439234,nm2443459,nm2403095,nm2513494",Het huis Anubis,"Adventure,Drama,Family","nm0007071,nm0498677","nm0095186,nm1488269,nm3153276",7.3,614,en
7477,tt0892535,"nm1194672,nm0001538,nm0000449,nm0222643,nm0504762,nm0075528,nm0973233,nm0415382,nm0756839,nm0001255",Eli Stone,"Comedy,Drama,Fantasy","nm0007008,nm0592813,nm0776317,nm0485878,nm0592808,nm0881038,nm0044803,nm0343687,nm0004627,nm0646440,nm0810553,nm0385151","nm0075528,nm0973233,nm1132610,nm1771570,nm1195432,nm0851391,nm2582398,nm1355890,nm8404668,nm2194189,nm2421455,nm1577092,nm2962576,nm0909124,nm2640743",7.7,10387,fr
7483,tt0892700,"nm0770462,nm0224007,nm0569891,nm0071818,nm0835722,nm0201509,nm0725200,nm0724656,nm0414365,nm0005474",The Penguins of Madagascar,"Action,Adventure,Animation",nm0351821,"nm0201509,nm0569891,nm0609600,nm0744793,nm1725022,nm0349966,nm4509179,nm0566407,nm0774792,nm1129619,nm2465391,nm1130037,nm3399455,nm0366554,nm1642580,nm4023303,nm0919734,nm1201710,nm1691845,nm0349422,nm1487152,nm0470508,nm1130314,nm0619408,nm0969805,nm0749406,nm2325798,nm1729471,nm0824900,nm1055467,nm2066061,nm0469334,nm0934897,nm2638168,nm0060926,nm1444121,nm1019655,nm2225741",7.5,19559,ja
7490,tt0892861,"nm0335744,nm0586003,nm2171329,nm1931870,nm1364905,nm0666547,nm0915818,nm3205014,nm4715483,nm0335674",Yamato nadeshiko shichihenge,"Animation,Comedy,Drama","nm3415621,nm4817867,nm0558097,nm4681399,nm1783646,nm1063649,nm3400755,nm1684335,nm0913859,nm1288693","nm0335674,nm3272869,nm3006207",7.4,1088,ja
7493,tt0896527,"nm0228324,nm0569651,nm2449744,nm0155913,nm0933817,nm0533781,nm0390415,nm0713394,nm0870443,nm0168545",The Border,"Action,Crime,Drama","nm0269502,nm0837977,nm0247441,nm0668814,nm0213649,nm0512052,nm0538614,nm0320987,nm0197700,nm0367524,nm0808292","nm0533781,nm0390415,nm0713394,nm0870443,nm1072798,nm0055231,nm2387476,nm0992633,nm2258210,nm0524286,nm1289249",7.1,900,fr
7497,tt0896893,"nm2740493,nm0014609,nm1829261,nm0830934,nm1716650,nm0016536,nm0118374,nm2447983,nm0686022,nm0616667",NFL on FOX,Sport,\N,"nm0014609,nm2933395,nm0118374,nm0399401",7.6,806,ja
7498,tt0897326,"nm2261023,nm1692976,nm1772184,nm2325851,nm0589334,nm0551861,nm1564963,nm1920701,nm2473076,nm0888022",The Best Years,Drama,"nm0342603,nm0528308,nm0348274,nm0227192,nm0367523,nm0132490,nm0193512,nm1994713,nm0247441,nm0367538,nm0564260","nm0551861,nm0177532,nm0561978,nm0565749,nm2369919,nm2241963,nm1255710,nm1241474,nm0251569,nm0413924,nm1488064",7.3,1098,en
7499,tt0898266,"nm0839934,nm0301959,nm1433588,nm0192505,nm0374865,nm0521143,nm0695080,nm2471798,nm1851981,nm0080524",The Big Bang Theory,"Comedy,Romance","nm0148252,nm0723597,nm0149803,nm3154374,nm0123273,nm0614975,nm1464599,nm0943349,nm0913637,nm0923396,nm0615063","nm0521143,nm0695080,nm0596429,nm2257577,nm1479331,nm0438235,nm1931044,nm3388740,nm2044831,nm1945862,nm0324477,nm1148625,nm0036950,nm0742711,nm0329985,nm0666392,nm0257145,nm0322799,nm0331212,nm0169712,nm0236506,nm3154374,nm8969946,nm0514439,nm1029902,nm3433037,nm2934564,nm4518571,nm2937752,nm1889836,nm1848296,nm1262412,nm6487887",8.2,814455,en
7509,tt0898332,"nm0389069,nm0000775,nm0261170,nm0242656,nm0565250,nm1754499,nm0865157,nm0750913,nm0005538,nm0005443",Samantha Who?,"Comedy,Mystery,Romance","nm0155117,nm0006996,nm0003163,nm0446060,nm0818785,nm0565063,nm1455688,nm0000536,nm0075669,nm0330140,nm0490792,nm0007096,nm0038893,nm0005088,nm0934864","nm1754499,nm0865157,nm0962596,nm1585728,nm1931044,nm1372047,nm0476274,nm0717155,nm0672121,nm0215245,nm0012192,nm0841989,nm0952863,nm1642580,nm3205909,nm1631729,nm0137978,nm1933796,nm2107415,nm2377431",7.3,11002,en
7515,tt0899126,"nm0372379,nm0005277,nm8961037,nm0725200,nm0900375,nm0900374,nm0742314,nm0671667,nm0941559,nm0581436",The Tonight Show with Conan O'Brien,"Comedy,Music,Talk-Show",nm1097698,"nm0016437,nm0037434,nm1760963,nm1235154,nm1702396,nm1328630,nm1016317,nm0330462,nm2039090,nm0452993,nm1243193,nm1682822,nm0564836,nm0630497,nm0005277,nm1643805,nm0725200,nm0821026,nm0842173,nm1336162,nm1488941",8.0,8731,fr
7518,tt0899203,"nm2889564,nm1172116,nm1173594,nm1173487,nm0350479,nm1171300,nm0792344,nm0197852,nm0275913,nm1988686",Wilfred,"Comedy,Drama",nm1171300,"nm1172116,nm1171300,nm1173594",7.8,3046,fr
7520,tt0899258,"nm0412628,nm1058720,nm1920556,nm1778495,nm0840720,nm2984618,nm0465160,nm0757327,nm0031844,nm0160049",D.Gray-man,"Action,Adventure,Animation","nm0754526,nm1920556,nm1238441,nm2596716,nm1754270","nm0753218,nm2984618,nm1896066,nm1027089,nm0160049,nm3539769",7.7,4325,ja
7525,tt0902618,"nm3194537,nm1800111,nm1787720,nm1040419,nm2097378,nm1564899,nm1935082,nm4164317,nm0411867,nm2065859",Hana yori dango 2,Drama,"nm2961329,nm2455518,nm2914498,nm2131480,nm0441178,nm2603544","nm2153563,nm2272649,nm2458074,nm0297784,nm0847176",7.8,1841,ja
7528,tt0902981,"nm1204437,nm0691717,nm0713614,nm1465348,nm0469908,nm2058568,nm0947236,nm2459455,nm0833213,nm0595757",Grozovye vorota,"Drama,War",nm0540949,"nm0120729,nm2458293,nm0882409",7.3,984,en
7529,tt0903747,"nm0052186,nm0186505,nm0666739,nm0348152,nm1336827,nm0319213,nm2666409,nm0606487,nm0644022,nm2366374",Breaking Bad,"Crime,Drama,Thriller","nm0533713,nm0002835,nm0319213,nm0118778,nm0806252,nm0186505,nm0568192,nm0719307,nm0426059,nm0934525,nm0332467,nm0110644,nm0400486,nm0006853,nm0570995,nm0008971,nm0001093,nm0258066,nm0354024,nm0575389,nm0793062,nm1720541,nm2297407,nm1041475,nm1028558","nm0319213,nm0332467,nm2297407,nm1028558,nm0909124,nm1041475,nm1112464,nm0793062,nm3755126,nm0510937",9.5,1903364,ja
7540,tt0904106,"nm1411039,nm0412405,nm1106990,nm1441852,nm0044384,nm1137030,nm1136674,nm0008870,nm0119804,nm2118921",Ha-Borer,"Comedy,Crime,Drama",nm1136674,"nm1137030,nm1136674,nm1680383",8.1,615,en
7541,tt0904208,"nm0000892,nm0000141,nm0001523,nm0359577,nm0781899,nm1093513,nm1502383,nm0864997,nm0956526,nm0719678",Californication,"Comedy,Drama","nm1204568,nm0002835,nm0001093,nm0294505,nm0499724,nm0000141,nm0542960,nm0934525,nm0915920,nm0394280,nm0926526,nm1994243,nm0003163,nm0501185,nm0239977,nm0440458,nm0565063,nm0000166,nm0791381,nm0000655","nm1093513,nm0268915,nm3219272,nm2629256,nm2253976,nm0918111,nm3056663,nm0573185,nm1334994,nm0245736,nm1429362",8.3,182554,en
7552,tt0904627,"nm0001738,nm0005547,nm0484688,nm0037807,nm0070810,nm0061920,nm0023133,nm0988990,nm1292134,nm0278304",Head Case,Comedy,nm1676884,"nm0061920,nm1676884,nm0005547,nm0037807,nm0484688,nm0921138,nm0023133,nm0070810,nm0156100,nm0988990,nm0000796,nm0004873,nm0251963,nm0000594,nm0001744,nm0000156,nm1893830,nm0454236,nm0460206,nm2947031,nm0687443,nm3178429,nm0001746,nm0000670,nm0219835,nm0000413,nm0004975,nm0342399,nm4095147,nm0428952,nm0462712,nm0567506,nm0588777,nm0706716,nm0612545,nm0001760",7.4,701,en
7553,tt0907683,"nm0351398,nm0352195,nm0386335,nm0376190,nm0622266,nm0675409,nm4707886,nm0406191,nm1641177,nm0439642",Beck,"Crime,Mystery,Thriller","nm0359081,nm0839268,nm0459732,nm0460323,nm0074936,nm0645038,nm0786018,nm0511151,nm0031992,nm0036272,nm0645087","nm0002981,nm0014008,nm0031992,nm0037239,nm0067104,nm0074936,nm0091511,nm0127114,nm0127119,nm0617538,nm2208995,nm1268974,nm0459732,nm0536370,nm3019174,nm0701465,nm0731950,nm0803711,nm1381767,nm0862073,nm0883908,nm6544440",7.4,5569,en
7558,tt0907702,"nm0635262,nm0377631,nm0348267,nm0074835,nm0423928,nm0542520,nm0617908,nm0252286,nm0845281,nm0256890",Wallander,"Crime,Drama,Mystery","nm0031992,nm0265086,nm0536389,nm0257775,nm0269209,nm0342378,nm0104851,nm1380082,nm0545729,nm0934684,nm0027733,nm0282425,nm0645038","nm0542520,nm0862073,nm0031992,nm0526620,nm1171024,nm0647284,nm1371836,nm0759112,nm0734316,nm0342378,nm0545729,nm0511465,nm0074719,nm0293009,nm0752968,nm0127114,nm0127119,nm0439685,nm0742577,nm5693432,nm5694124,nm0701465,nm0083772,nm0511152,nm0526478,nm0589563,nm2894867",7.6,5874,en
7565,tt0907831,"nm3652928,nm0361546,nm0692305,nm2544175,nm0267475,nm0460454,nm0943697,nm1813111,nm0733541,nm3128434",East West 101,"Crime,Drama,Mystery",nm0029014,"nm0460454,nm0943697,nm0588983,nm0242993,nm0644380,nm3209142,nm1060949,nm0860367,nm1011780,nm1272964",7.1,608,en
7570,tt0907833,"nm2409466,nm1791062,nm1665478,nm3019836,nm0943394,nm0619368,nm2532081,nm1665085,nm1667281,nm3141427",Storm Chasers,"Documentary,Reality-TV",nm1411842,nm0562795,7.4,898,ja
7572,tt0908454,"nm0204919,nm0656215,nm1328703,nm0824102,nm0429197,nm0179479,nm0482987,nm0117339,nm0910312,nm0722560",Gavin & Stacey,"Comedy,Romance",nm0314641,"nm0179479,nm0429197",8.2,21007,en
7579,tt0910592,"nm0848987,nm0299228,nm0353717,nm0468711,nm0312656,nm1429667,nm2815709,nm1697606,nm2434449,nm0847085",Akagi,"Animation,Sport,Thriller",nm1059369,nm2472678,7.8,690,ja
7580,tt0912343,"nm1226351,nm1727367,nm1728099,nm0644022,nm0000604,nm2457364,nm1790349,nm2858590,nm1480571,nm1497393","Tim and Eric Awesome Show, Great Job!","Comedy,Music","nm1727367,nm1730037,nm1728099","nm1727367,nm1728099,nm1497393,nm1582493,nm1730037,nm2586765,nm0644022,nm1594760,nm2505054",7.6,11674,en
7584,tt0914387,"nm0636694,nm0000335,nm0126284,nm0004883,nm2185539,nm0450331,nm0450393,nm0954664,nm0001101,nm1473013",Damages,"Crime,Drama,Mystery","nm0006516,nm0005522,nm0272704,nm0124079,nm0944981,nm0671992,nm0954664,nm0141961,nm0872823,nm0796864,nm0793455,nm0211523,nm0320987,nm0118778,nm0004883,nm0003733,nm0001282,nm0450393,nm0327064,nm0080601,nm0938490,nm0878373,nm0450331,nm0002339,nm0696309,nm0538744,nm0171315","nm0450331,nm0450393,nm0954664,nm0279292,nm1661496,nm0232442,nm8986932,nm1443101,nm0864834,nm1554993,nm0275650,nm0394356,nm1740776,nm0714050,nm2913498,nm3373946",8.1,30473,en
7594,tt0914803,"nm0725200,nm0148418,nm0241173,nm0403804,nm1728099,nm0355024,nm1706767,nm2159926,nm0197855,nm0189144",Clark and Michael,Comedy,"nm0935253,nm0148418,nm0241173","nm0148418,nm0241173",8.5,1700,fr
7595,tt0920448,"nm1216812,nm0718198,nm0771551,nm1553638,nm0817657,nm0215271,nm0465643,nm1072826,nm0231243,nm0631354",Flikken Maastricht,"Action,Crime,Drama","nm0777001,nm0887852,nm0776932,nm0718198,nm0683758,nm0817657,nm0091313,nm1598347","nm0215271,nm0465643,nm0718198,nm1802445,nm4791836,nm0653846,nm0099625,nm1920736,nm0412940,nm1138484,nm1006274,nm3017465,nm10412033,nm1488269,nm0927356,nm2218230,nm0429555,nm5573979,nm5522872,nm0736486,nm0612264,nm4793127,nm3363742",7.3,1578,en
7596,tt0920489,"nm0345331,nm0956956,nm0563686,nm0751574,nm0090545,nm0516268,nm0633507,nm0674503,nm2498379,nm2447625",Il commissario Montalbano,"Crime,Drama,Mystery","nm0802909,nm0956956","nm0131799,nm0996730,nm9112740,nm0664760,nm0116263",8.3,4035,en
7600,tt0922037,"nm0317790,nm1687275,nm1411221,nm0410706,nm0844983,nm1461377,nm1659900,nm2504347,nm0785897,nm1324778",La que se avecina,Comedy,"nm1659900,nm1461377,nm0016234,nm0406528","nm1461377,nm1659900,nm2504347,nm5353793,nm1380976,nm14322215,nm3048701,nm3588539,nm0754931,nm3508450,nm2830195,nm2616512,nm2244391,nm5028347,nm1456668,nm3907375",7.5,3925,en
7602,tt0923293,"nm0569787,nm1778897,nm2060229,nm0569784,nm0814549,nm0623182,nm0188709,nm0241903,nm0565319,nm0744690",Little Mosque on the Prairie,Comedy,"nm0448225,nm0730894,nm0066580,nm1734371,nm0021548,nm0289186,nm0247441,nm0716813,nm0623182","nm0705967,nm0770366,nm2114656,nm0623182,nm1646179,nm1108471,nm0714893,nm1138106,nm1714876,nm0558460,nm1241474,nm1620249,nm2346942,nm3630307,nm1139434,nm1289832,nm1971346,nm2053475,nm1940444,nm3784672,nm1705285,nm2096072,nm0561978,nm2703760,nm1020912,nm0811319",6.5,2537,en
7605,tt0924651,"nm0546816,nm0636218,nm0315041,nm3099754,nm0001132,nm0294067,nm0564215,nm0705356,nm1635000,nm1831311",The Graham Norton Show,"Comedy,Music,Talk-Show","nm0810026,nm0048978,nm0663882,nm0235663,nm2300053,nm2404761","nm0171837,nm0206470,nm0309420,nm0408674,nm0683346,nm0700411,nm2870358,nm1950891,nm0828962,nm0841997,nm2255631",8.4,12330,en
7612,tt0925266,"nm0724784,nm1195855,nm0295484,nm0564277,nm0197715,nm0298188,nm0338746,nm0001436,nm0155693,nm1669817",Pushing Daisies,"Comedy,Drama,Fantasy","nm0872823,nm0437246,nm0640964,nm0471862,nm0001756,nm0490792,nm0200380,nm0250267,nm0110644,nm0788610,nm1455688,nm0924693","nm0298188,nm2847370,nm0643824,nm0073766,nm0361912,nm1021514,nm1548657,nm1964417,nm0632350,nm1551542,nm2284959,nm1119038,nm1740776,nm0677956",8.4,57577,fr
7620,tt0925436,"nm0089707,nm1337113,nm0815040,nm0523180,nm0192291,nm0253528,nm1043186,nm0861558,nm0134269,nm0741398",Idaten Jump,"Adventure,Animation,Comedy",\N,"nm0060926,nm0567505,nm0815040,nm0006716",8.2,565,en
7622,tt0927170,"nm2227814,nm0528525,nm0408309,nm1528442,nm0363451,nm0057665,nm0642969,nm1081121,nm0007893,nm2107774",After You've Gone,Comedy,"nm0125753,nm1222874","nm0057665,nm0006396,nm1746310,nm0376835,nm0813442,nm1027087,nm2163353,nm0035536,nm0035537,nm1772717,nm0720806,nm1027084",6.6,838,ja
7623,tt0928093,"nm0841748,nm0666547,nm0837523,nm0463813,nm1365209,nm0590888,nm1931870,nm0394679,nm2616820,nm1205420",Kanon,"Animation,Comedy,Drama","nm2128776,nm2518118,nm2505025,nm10064780,nm1856817,nm2502300,nm2925947,nm2857829","nm2538150,nm1160330",7.5,1568,en
7625,tt0928094,"nm0840691,nm2508768,nm1102243,nm0361845,nm2660630,nm1073433,nm1063163,nm0477449,nm1783075,nm4583671",Kemonozume,"Action,Animation,Drama","nm1482702,nm2621812,nm0462046,nm2379194,nm1453686,nm2025035,nm2485876,nm1121196,nm2324235","nm2008007,nm2379194,nm2674722,nm1453686,nm2025035,nm2324235,nm1482702",7.6,884,ja
7627,tt0928099,"nm0732480,nm1154161,nm0523180,nm0745310,nm0642601,nm0586003,nm1297428,nm1022263,nm1315809,nm1512156",Nodame kantâbire,"Animation,Comedy,Drama",nm2032547,"nm0437498,nm2499938",8.2,1289,ja
7630,tt0928173,"nm0005020,nm0662504,nm0202603,nm0005424,nm0663469,nm0445958,nm0794896,nm1821051,nm1429380,nm2608525",Swingtown,Drama,"nm0066584,nm0551358,nm0003163,nm0590889,nm0000837,nm0952352,nm0693561,nm0322128,nm0044803","nm0445958,nm0308359,nm1332931,nm0339858,nm1618266,nm1429362,nm0053322,nm0316422,nm1585384",7.6,2775,en
7639,tt0928368,"nm1129833,nm2486701,nm2486808,nm2486537,nm1119344,nm2485259,nm1182496,nm2601667,nm2508175,nm0332657",Ha-Pijamot,"Comedy,Family,Musical","nm1129833,nm0879251,nm2067178","nm2487542,nm1896757,nm1129833,nm2486537,nm2601667,nm1202683,nm2067178,nm1521028,nm1232629,nm4551921,nm4551414,nm4551146,nm2488359,nm1139915,nm2487393,nm1233089,nm1341169,nm2486808,nm1119344,nm4551266,nm2486701,nm2508175,nm1182496,nm1138741",8.4,581,en
7640,tt0928410,"nm0924884,nm1533705,nm0004933,nm0591576,nm1776830,nm0567126,nm0612956,nm2554352,nm0005278,nm0860690",Carpoolers,Comedy,"nm0751648,nm0751577,nm0934864","nm0567126,nm0567852,nm3483200,nm1417116,nm0509426,nm0193915,nm1020904,nm0564664,nm0614269,nm0098073,nm0386780",7.5,1728,en
7641,tt0928414,"nm0592874,nm0182666,nm0733196,nm1773268,nm0376610,nm1615610,nm0995597,nm4122314,nm0167024,nm0365988",New Amsterdam,"Crime,Drama,Sci-Fi","nm0171315,nm0211523,nm0320987,nm0002120,nm0570995,nm0671992,nm0744794","nm1615610,nm0995597,nm0543911,nm0653899,nm0300081,nm0542535,nm0580166,nm0700463",7.4,7225,en
7649,tt0934744,"nm0247082,nm0125114,nm0358774,nm1580884,nm0050573,nm0394053,nm2737096,nm0618611,nm0291361,nm0350479",The Librarians,Comedy,"nm0394053,nm0553151","nm0125114,nm0394053",7.0,534,fr
7650,tt0934814,"nm0574131,nm1157048,nm2088803,nm1382427,nm0006710,nm1776338,nm0777300,nm0471381,nm0484178,nm0000284",Chuck,"Action,Comedy,Drama","nm0000536,nm0471862,nm0606845,nm0490792,nm0151540,nm0870295,nm0154819,nm0258128,nm0118665,nm1157048,nm0776317,nm0509183,nm0188929,nm0548932,nm1084723,nm0629334,nm0813313,nm0402493,nm0665321,nm0926526,nm0106230,nm0541562,nm0779350,nm0787687,nm0902939,nm0053434,nm0156838,nm0595136,nm0270806","nm1776338,nm0777300,nm2859316,nm2181986,nm0459237,nm1988994,nm3179596,nm2879212,nm0012100,nm0588936,nm3109525,nm0628167,nm0941370,nm1802537,nm0969782,nm3858614,nm1093194,nm4415526,nm1150257",8.2,139869,en
7662,tt0935095,"nm0024425,nm0005203,nm0919867,nm0070115,nm0385346,nm0544595,nm0000690,nm0209246,nm3145742,nm0539651",In Plain Sight,"Crime,Drama,Mystery","nm0503598,nm0914368,nm0818465,nm0385151,nm0918873,nm2385621,nm0314104,nm0276317,nm0938490,nm0000824,nm0110644,nm0287198,nm0362738,nm0470971,nm0686184,nm0795288,nm0872442,nm0225416,nm0258066,nm0394280,nm0508883,nm0188929,nm0354024,nm0505842,nm0571739,nm0764776,nm0956910,nm0253531,nm0671992,nm0003022,nm0776317,nm2425648","nm0544595,nm2963554,nm3123367,nm0514445,nm1981183,nm0149661,nm2647093,nm2718193,nm0142615,nm0628548,nm1335519,nm0718555,nm0121154,nm0911722,nm0542535,nm1776772,nm0214036,nm0620743,nm0772049,nm1158540,nm2049540,nm0588005,nm0029556,nm1332931,nm0805133,nm2284959,nm0573695,nm0642171,nm0864956,nm3305280,nm11469955,nm5038326,nm0324978,nm2384671,nm0005203",7.4,12239,en
7670,tt0936458,"nm0416524,nm0524240,nm0909144,nm0048982,nm1654820,nm0568672,nm0587323,nm0168387,nm0502015,nm0779514",Little Britain USA,Comedy,"nm0417794,nm0001710","nm0524240,nm0909144",7.6,6517,en
7672,tt0937403,"nm2319410,nm1280538,nm1736524,nm1659311,nm0256258,nm1788143,nm0641640,nm0047487,nm0160647,nm2524608",Kamen Rider: Dragon Knight,Action,"nm0853393,nm0911036,nm0004591,nm0002402,nm0910987,nm2962924","nm0411127,nm0519124,nm2962924,nm0911036,nm0680780,nm2715615,nm2717941,nm0910987",6.5,517,en
7677,tt0938567,"nm1357069,nm0005154,nm0640323,nm0001584,nm0813887,nm0905458,nm1099188,nm0379282,nm0070830,nm1789970",Cashmere Mafia,"Comedy,Drama","nm0671992,nm0066584,nm0326837,nm0621137,nm0696309,nm0003022","nm0905458,nm0591673,nm0016403,nm0156291,nm2309735,nm0519550,nm0707517,nm1082685,nm2647093",6.5,2816,ja
